2025-03-23 20:21:32,950 - INFO - Model loaded successfully
2025-03-23 20:21:32,956 - INFO - Video loaded successfully
2025-03-23 20:21:32,956 - INFO - Video properties: 480x320, 23 FPS, 444 frames
2025-03-23 20:21:32,957 - INFO - Output video will be saved to: output/output_inference_20250323_202132.mp4
2025-03-23 20:21:33,423 - INFO - Speed: 1.7ms preprocess, 40.1ms inference, 0.3ms postprocess
2025-03-23 20:21:33,423 - INFO - Model class names: {0: 'person', 1: 'rider', 2: 'car', 3: 'truck', 4: 'bus', 5: 'train', 6: 'motorcycle', 7: 'bicycle', 8: 'traffic light', 9: 'traffic sign'}
2025-03-23 20:21:33,594 - INFO - Speed: 1.5ms preprocess, 37.7ms inference, 0.2ms postprocess
2025-03-23 20:21:33,645 - INFO - Speed: 1.0ms preprocess, 32.5ms inference, 0.2ms postprocess
2025-03-23 20:21:33,695 - INFO - Speed: 1.0ms preprocess, 30.8ms inference, 0.2ms postprocess
2025-03-23 20:21:33,747 - INFO - Speed: 1.0ms preprocess, 30.5ms inference, 0.2ms postprocess
2025-03-23 20:21:33,793 - INFO - Speed: 1.1ms preprocess, 29.3ms inference, 0.2ms postprocess
2025-03-23 20:21:33,840 - INFO - Speed: 1.0ms preprocess, 29.9ms inference, 0.2ms postprocess
2025-03-23 20:21:33,885 - INFO - Speed: 1.0ms preprocess, 28.7ms inference, 0.2ms postprocess
2025-03-23 20:21:33,939 - INFO - Speed: 1.0ms preprocess, 29.9ms inference, 0.3ms postprocess
2025-03-23 20:21:33,985 - INFO - Speed: 1.0ms preprocess, 29.6ms inference, 0.2ms postprocess
2025-03-23 20:21:34,031 - INFO - Speed: 1.0ms preprocess, 29.9ms inference, 0.2ms postprocess
2025-03-23 20:21:34,078 - INFO - Speed: 1.0ms preprocess, 29.8ms inference, 0.2ms postprocess
2025-03-23 20:21:34,124 - INFO - Speed: 1.0ms preprocess, 29.7ms inference, 0.2ms postprocess
2025-03-23 20:21:34,173 - INFO - Speed: 1.0ms preprocess, 31.0ms inference, 0.2ms postprocess
2025-03-23 20:21:34,233 - INFO - Speed: 1.1ms preprocess, 43.4ms inference, 0.2ms postprocess
2025-03-23 20:21:34,279 - INFO - Speed: 1.0ms preprocess, 28.2ms inference, 0.2ms postprocess
2025-03-23 20:21:34,326 - INFO - Speed: 0.9ms preprocess, 30.6ms inference, 0.2ms postprocess
2025-03-23 20:21:34,374 - INFO - Speed: 1.0ms preprocess, 31.4ms inference, 0.2ms postprocess
2025-03-23 20:21:34,420 - INFO - Speed: 1.0ms preprocess, 29.4ms inference, 0.2ms postprocess
2025-03-23 20:21:34,466 - INFO - Speed: 1.0ms preprocess, 29.7ms inference, 0.2ms postprocess
2025-03-23 20:21:34,513 - INFO - Speed: 1.0ms preprocess, 30.0ms inference, 0.2ms postprocess
2025-03-23 20:21:34,570 - INFO - Speed: 1.0ms preprocess, 40.1ms inference, 0.5ms postprocess
2025-03-23 20:21:34,619 - INFO - Speed: 1.0ms preprocess, 32.1ms inference, 0.2ms postprocess
2025-03-23 20:21:34,665 - INFO - Speed: 1.0ms preprocess, 29.1ms inference, 0.2ms postprocess
2025-03-23 20:21:34,710 - INFO - Speed: 1.0ms preprocess, 28.4ms inference, 0.2ms postprocess
2025-03-23 20:21:34,757 - INFO - Speed: 1.0ms preprocess, 30.1ms inference, 0.2ms postprocess
2025-03-23 20:21:34,803 - INFO - Speed: 1.0ms preprocess, 29.5ms inference, 0.2ms postprocess
2025-03-23 20:21:34,849 - INFO - Speed: 1.0ms preprocess, 29.6ms inference, 0.2ms postprocess
2025-03-23 20:21:34,895 - INFO - Speed: 1.0ms preprocess, 29.9ms inference, 0.3ms postprocess
2025-03-23 20:21:34,943 - INFO - Speed: 1.0ms preprocess, 30.4ms inference, 0.2ms postprocess
2025-03-23 20:21:34,989 - INFO - Speed: 1.0ms preprocess, 29.4ms inference, 0.2ms postprocess
2025-03-23 20:21:35,035 - INFO - Speed: 1.1ms preprocess, 29.2ms inference, 0.2ms postprocess
2025-03-23 20:21:35,081 - INFO - Speed: 1.0ms preprocess, 29.5ms inference, 0.2ms postprocess
2025-03-23 20:21:35,128 - INFO - Speed: 1.0ms preprocess, 30.2ms inference, 0.2ms postprocess
2025-03-23 20:21:35,176 - INFO - Speed: 1.0ms preprocess, 29.6ms inference, 0.2ms postprocess
2025-03-23 20:21:35,223 - INFO - Speed: 1.0ms preprocess, 30.6ms inference, 0.2ms postprocess
2025-03-23 20:21:35,269 - INFO - Speed: 1.0ms preprocess, 29.5ms inference, 0.2ms postprocess
2025-03-23 20:21:35,316 - INFO - Speed: 1.0ms preprocess, 28.8ms inference, 0.2ms postprocess
2025-03-23 20:21:35,362 - INFO - Speed: 0.9ms preprocess, 29.1ms inference, 0.3ms postprocess
2025-03-23 20:21:35,410 - INFO - Speed: 1.1ms preprocess, 30.5ms inference, 0.2ms postprocess
2025-03-23 20:21:35,456 - INFO - Speed: 1.0ms preprocess, 29.5ms inference, 0.2ms postprocess
2025-03-23 20:21:35,502 - INFO - Speed: 1.0ms preprocess, 29.1ms inference, 0.2ms postprocess
2025-03-23 20:21:35,549 - INFO - Speed: 1.1ms preprocess, 30.2ms inference, 0.4ms postprocess
2025-03-23 20:21:35,597 - INFO - Speed: 1.0ms preprocess, 30.4ms inference, 0.2ms postprocess
2025-03-23 20:21:35,644 - INFO - Speed: 0.9ms preprocess, 30.3ms inference, 0.2ms postprocess
2025-03-23 20:21:35,693 - INFO - Speed: 1.1ms preprocess, 30.7ms inference, 0.2ms postprocess
2025-03-23 20:21:35,741 - INFO - Speed: 0.9ms preprocess, 29.5ms inference, 0.3ms postprocess
2025-03-23 20:21:35,787 - INFO - Speed: 1.0ms preprocess, 29.9ms inference, 0.2ms postprocess
2025-03-23 20:21:35,833 - INFO - Speed: 1.0ms preprocess, 29.2ms inference, 0.2ms postprocess
