2025-03-23 20:22:03,314 - INFO - Model loaded successfully
2025-03-23 20:22:03,330 - INFO - Video loaded successfully
2025-03-23 20:22:03,331 - INFO - Video properties: 480x320, 23 FPS, 648 frames
2025-03-23 20:22:03,331 - INFO - Output video will be saved to: output/output_inference_20250323_202203.mp4
2025-03-23 20:22:03,799 - INFO - Speed: 1.6ms preprocess, 42.5ms inference, 0.6ms postprocess
2025-03-23 20:22:03,799 - INFO - Model class names: {0: 'person', 1: 'rider', 2: 'car', 3: 'truck', 4: 'bus', 5: 'train', 6: 'motorcycle', 7: 'bicycle', 8: 'traffic light', 9: 'traffic sign'}
2025-03-23 20:22:03,972 - INFO - Speed: 1.2ms preprocess, 40.0ms inference, 0.3ms postprocess
2025-03-23 20:22:04,028 - INFO - Speed: 1.0ms preprocess, 32.1ms inference, 0.3ms postprocess
2025-03-23 20:22:04,090 - INFO - Speed: 1.0ms preprocess, 35.1ms inference, 0.3ms postprocess
2025-03-23 20:22:04,148 - INFO - Speed: 1.0ms preprocess, 30.0ms inference, 0.3ms postprocess
2025-03-23 20:22:04,200 - INFO - Speed: 1.0ms preprocess, 28.6ms inference, 0.3ms postprocess
2025-03-23 20:22:04,254 - INFO - Speed: 0.9ms preprocess, 28.6ms inference, 0.3ms postprocess
2025-03-23 20:22:04,311 - INFO - Speed: 0.9ms preprocess, 28.8ms inference, 0.3ms postprocess
2025-03-23 20:22:04,370 - INFO - Speed: 1.0ms preprocess, 35.3ms inference, 0.3ms postprocess
2025-03-23 20:22:04,420 - INFO - Speed: 0.9ms preprocess, 28.0ms inference, 0.3ms postprocess
2025-03-23 20:22:04,473 - INFO - Speed: 0.9ms preprocess, 29.2ms inference, 0.4ms postprocess
2025-03-23 20:22:04,526 - INFO - Speed: 0.9ms preprocess, 29.2ms inference, 0.3ms postprocess
2025-03-23 20:22:04,591 - INFO - Speed: 0.9ms preprocess, 40.2ms inference, 0.3ms postprocess
2025-03-23 20:22:04,644 - INFO - Speed: 1.0ms preprocess, 29.6ms inference, 0.3ms postprocess
2025-03-23 20:22:04,697 - INFO - Speed: 1.0ms preprocess, 28.6ms inference, 0.3ms postprocess
2025-03-23 20:22:04,751 - INFO - Speed: 1.0ms preprocess, 29.6ms inference, 0.3ms postprocess
2025-03-23 20:22:04,805 - INFO - Speed: 0.9ms preprocess, 29.4ms inference, 0.3ms postprocess
2025-03-23 20:22:04,858 - INFO - Speed: 0.9ms preprocess, 28.5ms inference, 0.3ms postprocess
2025-03-23 20:22:04,910 - INFO - Speed: 1.0ms preprocess, 29.4ms inference, 0.3ms postprocess
2025-03-23 20:22:04,965 - INFO - Speed: 1.0ms preprocess, 30.7ms inference, 0.3ms postprocess
2025-03-23 20:22:05,018 - INFO - Speed: 1.0ms preprocess, 29.4ms inference, 0.3ms postprocess
2025-03-23 20:22:05,070 - INFO - Speed: 1.0ms preprocess, 28.5ms inference, 0.3ms postprocess
2025-03-23 20:22:05,125 - INFO - Speed: 0.9ms preprocess, 30.3ms inference, 0.3ms postprocess
2025-03-23 20:22:05,178 - INFO - Speed: 0.9ms preprocess, 29.4ms inference, 0.4ms postprocess
2025-03-23 20:22:05,230 - INFO - Speed: 0.9ms preprocess, 29.0ms inference, 0.3ms postprocess
2025-03-23 20:22:05,284 - INFO - Speed: 1.2ms preprocess, 27.9ms inference, 0.3ms postprocess
2025-03-23 20:22:05,340 - INFO - Speed: 1.0ms preprocess, 31.0ms inference, 0.3ms postprocess
2025-03-23 20:22:05,394 - INFO - Speed: 1.0ms preprocess, 30.3ms inference, 0.3ms postprocess
2025-03-23 20:22:05,448 - INFO - Speed: 0.9ms preprocess, 29.7ms inference, 0.4ms postprocess
2025-03-23 20:22:05,502 - INFO - Speed: 1.0ms preprocess, 29.4ms inference, 0.4ms postprocess
2025-03-23 20:22:05,556 - INFO - Speed: 1.0ms preprocess, 31.1ms inference, 0.3ms postprocess
2025-03-23 20:22:05,608 - INFO - Speed: 0.9ms preprocess, 29.3ms inference, 0.3ms postprocess
2025-03-23 20:22:05,660 - INFO - Speed: 1.0ms preprocess, 28.6ms inference, 0.3ms postprocess
2025-03-23 20:22:05,712 - INFO - Speed: 1.0ms preprocess, 29.3ms inference, 0.2ms postprocess
2025-03-23 20:22:05,764 - INFO - Speed: 1.0ms preprocess, 28.8ms inference, 0.2ms postprocess
2025-03-23 20:22:05,819 - INFO - Speed: 0.9ms preprocess, 30.3ms inference, 0.3ms postprocess
2025-03-23 20:22:05,870 - INFO - Speed: 1.0ms preprocess, 28.6ms inference, 0.3ms postprocess
2025-03-23 20:22:05,927 - INFO - Speed: 0.9ms preprocess, 30.0ms inference, 0.3ms postprocess
2025-03-23 20:22:05,982 - INFO - Speed: 1.0ms preprocess, 30.3ms inference, 0.5ms postprocess
2025-03-23 20:22:06,036 - INFO - Speed: 1.1ms preprocess, 29.8ms inference, 0.3ms postprocess
2025-03-23 20:22:06,090 - INFO - Speed: 0.9ms preprocess, 30.4ms inference, 0.4ms postprocess
2025-03-23 20:22:06,143 - INFO - Speed: 1.0ms preprocess, 29.7ms inference, 0.3ms postprocess
